800
0.005000	0.005000
0.005000	0.015000
0.015000	0.005000
0.015000	0.015000
0.025000	0.005000
0.025000	0.015000
0.035000	0.005000
0.035000	0.015000
0.045000	0.005000
0.045000	0.015000
0.055000	0.005000
0.055000	0.015000
0.065000	0.005000
0.065000	0.015000
0.075000	0.005000
0.075000	0.015000
0.085000	0.005000
0.085000	0.015000
0.095000	0.005000
0.095000	0.015000
0.105000	0.005000
0.105000	0.015000
0.115000	0.005000
0.115000	0.015000
0.125000	0.005000
0.125000	0.015000
0.135000	0.005000
0.135000	0.015000
0.145000	0.005000
0.145000	0.015000
0.155000	0.005000
0.155000	0.015000
0.165000	0.005000
0.165000	0.015000
0.175000	0.005000
0.175000	0.015000
0.185000	0.005000
0.185000	0.015000
0.195000	0.005000
0.195000	0.015000
0.005000	0.025000
0.005000	0.035000
0.015000	0.025000
0.015000	0.035000
0.025000	0.025000
0.025000	0.035000
0.035000	0.025000
0.035000	0.035000
0.045000	0.025000
0.045000	0.035000
0.055000	0.025000
0.055000	0.035000
0.065000	0.025000
0.065000	0.035000
0.075000	0.025000
0.075000	0.035000
0.085000	0.025000
0.085000	0.035000
0.095000	0.025000
0.095000	0.035000
0.105000	0.025000
0.105000	0.035000
0.115000	0.025000
0.115000	0.035000
0.125000	0.025000
0.125000	0.035000
0.135000	0.025000
0.135000	0.035000
0.145000	0.025000
0.145000	0.035000
0.155000	0.025000
0.155000	0.035000
0.165000	0.025000
0.165000	0.035000
0.175000	0.025000
0.175000	0.035000
0.185000	0.025000
0.185000	0.035000
0.195000	0.025000
0.195000	0.035000
0.005000	0.045000
0.005000	0.055000
0.015000	0.045000
0.015000	0.055000
0.025000	0.045000
0.025000	0.055000
0.035000	0.045000
0.035000	0.055000
0.045000	0.045000
0.045000	0.055000
0.055000	0.045000
0.055000	0.055000
0.065000	0.045000
0.065000	0.055000
0.075000	0.045000
0.075000	0.055000
0.085000	0.045000
0.085000	0.055000
0.095000	0.045000
0.095000	0.055000
0.105000	0.045000
0.105000	0.055000
0.115000	0.045000
0.115000	0.055000
0.125000	0.045000
0.125000	0.055000
0.135000	0.045000
0.135000	0.055000
0.145000	0.045000
0.145000	0.055000
0.155000	0.045000
0.155000	0.055000
0.165000	0.045000
0.165000	0.055000
0.175000	0.045000
0.175000	0.055000
0.185000	0.045000
0.185000	0.055000
0.195000	0.045000
0.195000	0.055000
0.005000	0.065000
0.005000	0.075000
0.015000	0.065000
0.015000	0.075000
0.025000	0.065000
0.025000	0.075000
0.035000	0.065000
0.035000	0.075000
0.045000	0.065000
0.045000	0.075000
0.055000	0.065000
0.055000	0.075000
0.065000	0.065000
0.065000	0.075000
0.075000	0.065000
0.075000	0.075000
0.085000	0.065000
0.085000	0.075000
0.095000	0.065000
0.095000	0.075000
0.105000	0.065000
0.105000	0.075000
0.115000	0.065000
0.115000	0.075000
0.125000	0.065000
0.125000	0.075000
0.135000	0.065000
0.135000	0.075000
0.145000	0.065000
0.145000	0.075000
0.155000	0.065000
0.155000	0.075000
0.165000	0.065000
0.165000	0.075000
0.175000	0.065000
0.175000	0.075000
0.185000	0.065000
0.185000	0.075000
0.195000	0.065000
0.195000	0.075000
0.005000	0.085000
0.005000	0.095000
0.015000	0.085000
0.015000	0.095000
0.025000	0.085000
0.025000	0.095000
0.035000	0.085000
0.035000	0.095000
0.045000	0.085000
0.045000	0.095000
0.055000	0.085000
0.055000	0.095000
0.065000	0.085000
0.065000	0.095000
0.075000	0.085000
0.075000	0.095000
0.085000	0.085000
0.085000	0.095000
0.095000	0.085000
0.095000	0.095000
0.105000	0.085000
0.105000	0.095000
0.115000	0.085000
0.115000	0.095000
0.125000	0.085000
0.125000	0.095000
0.135000	0.085000
0.135000	0.095000
0.145000	0.085000
0.145000	0.095000
0.155000	0.085000
0.155000	0.095000
0.165000	0.085000
0.165000	0.095000
0.175000	0.085000
0.175000	0.095000
0.185000	0.085000
0.185000	0.095000
0.195000	0.085000
0.195000	0.095000
0.005000	0.105000
0.005000	0.115000
0.015000	0.105000
0.015000	0.115000
0.025000	0.105000
0.025000	0.115000
0.035000	0.105000
0.035000	0.115000
0.045000	0.105000
0.045000	0.115000
0.055000	0.105000
0.055000	0.115000
0.065000	0.105000
0.065000	0.115000
0.075000	0.105000
0.075000	0.115000
0.085000	0.105000
0.085000	0.115000
0.095000	0.105000
0.095000	0.115000
0.105000	0.105000
0.105000	0.115000
0.115000	0.105000
0.115000	0.115000
0.125000	0.105000
0.125000	0.115000
0.135000	0.105000
0.135000	0.115000
0.145000	0.105000
0.145000	0.115000
0.155000	0.105000
0.155000	0.115000
0.165000	0.105000
0.165000	0.115000
0.175000	0.105000
0.175000	0.115000
0.185000	0.105000
0.185000	0.115000
0.195000	0.105000
0.195000	0.115000
0.005000	0.125000
0.005000	0.135000
0.015000	0.125000
0.015000	0.135000
0.025000	0.125000
0.025000	0.135000
0.035000	0.125000
0.035000	0.135000
0.045000	0.125000
0.045000	0.135000
0.055000	0.125000
0.055000	0.135000
0.065000	0.125000
0.065000	0.135000
0.075000	0.125000
0.075000	0.135000
0.085000	0.125000
0.085000	0.135000
0.095000	0.125000
0.095000	0.135000
0.105000	0.125000
0.105000	0.135000
0.115000	0.125000
0.115000	0.135000
0.125000	0.125000
0.125000	0.135000
0.135000	0.125000
0.135000	0.135000
0.145000	0.125000
0.145000	0.135000
0.155000	0.125000
0.155000	0.135000
0.165000	0.125000
0.165000	0.135000
0.175000	0.125000
0.175000	0.135000
0.185000	0.125000
0.185000	0.135000
0.195000	0.125000
0.195000	0.135000
0.005000	0.145000
0.005000	0.155000
0.015000	0.145000
0.015000	0.155000
0.025000	0.145000
0.025000	0.155000
0.035000	0.145000
0.035000	0.155000
0.045000	0.145000
0.045000	0.155000
0.055000	0.145000
0.055000	0.155000
0.065000	0.145000
0.065000	0.155000
0.075000	0.145000
0.075000	0.155000
0.085000	0.145000
0.085000	0.155000
0.095000	0.145000
0.095000	0.155000
0.105000	0.145000
0.105000	0.155000
0.115000	0.145000
0.115000	0.155000
0.125000	0.145000
0.125000	0.155000
0.135000	0.145000
0.135000	0.155000
0.145000	0.145000
0.145000	0.155000
0.155000	0.145000
0.155000	0.155000
0.165000	0.145000
0.165000	0.155000
0.175000	0.145000
0.175000	0.155000
0.185000	0.145000
0.185000	0.155000
0.195000	0.145000
0.195000	0.155000
0.005000	0.165000
0.005000	0.175000
0.015000	0.165000
0.015000	0.175000
0.025000	0.165000
0.025000	0.175000
0.035000	0.165000
0.035000	0.175000
0.045000	0.165000
0.045000	0.175000
0.055000	0.165000
0.055000	0.175000
0.065000	0.165000
0.065000	0.175000
0.075000	0.165000
0.075000	0.175000
0.085000	0.165000
0.085000	0.175000
0.095000	0.165000
0.095000	0.175000
0.105000	0.165000
0.105000	0.175000
0.115000	0.165000
0.115000	0.175000
0.125000	0.165000
0.125000	0.175000
0.135000	0.165000
0.135000	0.175000
0.145000	0.165000
0.145000	0.175000
0.155000	0.165000
0.155000	0.175000
0.165000	0.165000
0.165000	0.175000
0.175000	0.165000
0.175000	0.175000
0.185000	0.165000
0.185000	0.175000
0.195000	0.165000
0.195000	0.175000
0.005000	0.185000
0.005000	0.195000
0.015000	0.185000
0.015000	0.195000
0.025000	0.185000
0.025000	0.195000
0.035000	0.185000
0.035000	0.195000
0.045000	0.185000
0.045000	0.195000
0.055000	0.185000
0.055000	0.195000
0.065000	0.185000
0.065000	0.195000
0.075000	0.185000
0.075000	0.195000
0.085000	0.185000
0.085000	0.195000
0.095000	0.185000
0.095000	0.195000
0.105000	0.185000
0.105000	0.195000
0.115000	0.185000
0.115000	0.195000
0.125000	0.185000
0.125000	0.195000
0.135000	0.185000
0.135000	0.195000
0.145000	0.185000
0.145000	0.195000
0.155000	0.185000
0.155000	0.195000
0.165000	0.185000
0.165000	0.195000
0.175000	0.185000
0.175000	0.195000
0.185000	0.185000
0.185000	0.195000
0.195000	0.185000
0.195000	0.195000
0.005000	0.205000
0.005000	0.215000
0.015000	0.205000
0.015000	0.215000
0.025000	0.205000
0.025000	0.215000
0.035000	0.205000
0.035000	0.215000
0.045000	0.205000
0.045000	0.215000
0.055000	0.205000
0.055000	0.215000
0.065000	0.205000
0.065000	0.215000
0.075000	0.205000
0.075000	0.215000
0.085000	0.205000
0.085000	0.215000
0.095000	0.205000
0.095000	0.215000
0.105000	0.205000
0.105000	0.215000
0.115000	0.205000
0.115000	0.215000
0.125000	0.205000
0.125000	0.215000
0.135000	0.205000
0.135000	0.215000
0.145000	0.205000
0.145000	0.215000
0.155000	0.205000
0.155000	0.215000
0.165000	0.205000
0.165000	0.215000
0.175000	0.205000
0.175000	0.215000
0.185000	0.205000
0.185000	0.215000
0.195000	0.205000
0.195000	0.215000
0.005000	0.225000
0.005000	0.235000
0.015000	0.225000
0.015000	0.235000
0.025000	0.225000
0.025000	0.235000
0.035000	0.225000
0.035000	0.235000
0.045000	0.225000
0.045000	0.235000
0.055000	0.225000
0.055000	0.235000
0.065000	0.225000
0.065000	0.235000
0.075000	0.225000
0.075000	0.235000
0.085000	0.225000
0.085000	0.235000
0.095000	0.225000
0.095000	0.235000
0.105000	0.225000
0.105000	0.235000
0.115000	0.225000
0.115000	0.235000
0.125000	0.225000
0.125000	0.235000
0.135000	0.225000
0.135000	0.235000
0.145000	0.225000
0.145000	0.235000
0.155000	0.225000
0.155000	0.235000
0.165000	0.225000
0.165000	0.235000
0.175000	0.225000
0.175000	0.235000
0.185000	0.225000
0.185000	0.235000
0.195000	0.225000
0.195000	0.235000
0.005000	0.245000
0.005000	0.255000
0.015000	0.245000
0.015000	0.255000
0.025000	0.245000
0.025000	0.255000
0.035000	0.245000
0.035000	0.255000
0.045000	0.245000
0.045000	0.255000
0.055000	0.245000
0.055000	0.255000
0.065000	0.245000
0.065000	0.255000
0.075000	0.245000
0.075000	0.255000
0.085000	0.245000
0.085000	0.255000
0.095000	0.245000
0.095000	0.255000
0.105000	0.245000
0.105000	0.255000
0.115000	0.245000
0.115000	0.255000
0.125000	0.245000
0.125000	0.255000
0.135000	0.245000
0.135000	0.255000
0.145000	0.245000
0.145000	0.255000
0.155000	0.245000
0.155000	0.255000
0.165000	0.245000
0.165000	0.255000
0.175000	0.245000
0.175000	0.255000
0.185000	0.245000
0.185000	0.255000
0.195000	0.245000
0.195000	0.255000
0.005000	0.265000
0.005000	0.275000
0.015000	0.265000
0.015000	0.275000
0.025000	0.265000
0.025000	0.275000
